Female,,0,(52.7428907931-47.143183721j),(28.4910042204-46.4971743527j),(13.7713655741-44.0317707014j),(3.38884419002-40.5157969442j),(-4.32779914309-36.600620876j),
Female,,0,(57.4635764565-53.7679369346j),(30.7276734306-51.3620553544j),(14.8657880029-47.710322415j),(3.94483758443-43.4763404588j),(-4.07992455004-38.9722305812j),
Female,,0,(29.8239635068-36.9151518088j),(13.0301351798-31.6882371423j),(4.11788291062-28.2463750318j),(-1.86920638856-25.1128036939j),(-6.24267261632-22.1863506326j),
Female,,0,(92.4379273821-79.8441917016j),(49.7638379236-79.3085079365j),(24.2056826833-74.0919837595j),(6.88641455179-67.120645294j),(-5.73048674826-59.7327387239j),
Male,,0,(75.8576725106-65.6996538022j),(42.0851849765-64.1801121552j),(21.8740400618-60.2200440266j),(7.95702870616-54.9660420872j),(-2.25332270298-49.4256848844j),
Female,,0,(89.3266225074-77.0975909599j),(49.8300475733-75.0260621512j),(26.4171776975-69.9325263747j),(10.3643049522-63.6117261863j),(-1.3163157472-57.0911345649j),
Female,,0,(94.0875174199-79.99873197j),(50.545541537-80.0561565053j),(24.6615003152-74.7166060935j),(7.07788399817-67.6396844109j),(-5.50604317355-60.1371000639j),
Female,,0,(93.2535610397-80.8438461618j),(50.3978595058-80.140124959j),(24.6670463628-74.926153671j),(7.04347270794-68.0139733938j),(-5.62113380226-60.5750916536j),
Female,,0,(87.551481119-75.327453335j),(46.6229478722-75.2383873653j),(22.1584974882-70.4178910624j),(5.50654283146-63.8059241427j),(-6.47529657675-56.7505992632j),
Male,,0,(108.837437007-89.1625158517j),(60.8774255984-89.7221561649j),(31.8436884999-83.9445712314j),(12.2357740121-76.3007780999j),(-1.83730688891-68.0195225606j),
Male,,0,(73.6691901346-63.8161363357j),(40.9530796735-61.9969810275j),(21.6469166536-57.7882197107j),(8.4316447329-52.8081168202j),(-1.20800952086-47.4014171609j),
Male,,0,(125.132318638-108.14898972j),(68.3546964391-104.741900665j),(35.7573979871-96.5187859124j),(13.6965326144-87.0499473345j),(-1.95919589366-77.35902168j),
Female,,0,(64.7694607153-54.5216742783j),(35.8348545946-54.5214475814j),(18.5136477699-51.6421093199j),(6.43290806663-47.3282133665j),(-2.55690584585-42.707411849j),
Female,,0,(104.023010904-94.2449197392j),(55.4055175686-90.1701486796j),(27.3961476732-82.7135038502j),(8.63468414876-74.2432437005j),(-4.68032365951-65.7463430643j),
Female,,0,(156.073706607-133.900296235j),(82.9961386156-132.283043805j),(40.4427720563-121.685221117j),(12.2580357146-108.86498687j),(-7.5646532568-95.7915325421j),
Female,,0,(80.0448323166-71.7816283215j),(41.5646156285-70.6380722979j),(18.8439386058-65.6344660114j),(3.53520166473-59.2123484082j),(-7.47090271423-52.5445451567j),
Female,,0,(55.8096052756-52.8365050804j),(31.1655387055-49.7362983491j),(15.79635241-46.7749907572j),(5.04497694133-42.5713360448j),(-2.43603482995-38.233224313j),
Female,,0,(143.448227347-136.090200378j),(71.6499739252-128.481492989j),(31.6828611529-114.991405614j),(6.24508994734-101.336222327j),(-11.8887166819-88.0298086154j),
Male,,0,(52.9152562764-50.4074387188j),(28.0440486329-47.2976516229j),(13.7303748813-43.6712679876j),(4.00619541978-39.6791794972j),(-3.18617283051-35.5730854389j),
Female,,0,(107.211520578-91.0624137984j),(57.6683145355-91.0495133994j),(28.1175463109-84.8958931105j),(8.09851414-76.7506990766j),(-6.17633631441-68.0870758257j),
Male,,0,(131.740999908-124.720960956j),(66.1296473202-116.817732453j),(30.1098297261-104.088578416j),(7.46259793076-91.3867990026j),(-8.11784578436-79.5990271761j),
Male,,0,(47.8307660189-47.9871685827j),(24.6494620712-43.9115904729j),(11.7362477114-39.884367879j),(3.04428370063-36.0164420862j),(-3.42392894466-32.0963371477j),
Female,,0,(39.3559417367-39.5486227743j),(20.2625067781-36.9696836195j),(9.13134939188-34.2285532692j),(1.42436020445-31.1758395606j),(-4.39154207905-27.9746724496j),
Male,,0,(78.913356059-70.7496883185j),(42.0910520142-68.3467863407j),(20.7469903465-63.3350417657j),(6.26100109478-57.1473309301j),(-4.31011070188-50.8551909133j),
Female,,0,(92.9021159157-79.1474776176j),(51.8543615477-78.7887611383j),(26.513739097-73.903817407j),(9.46054630911-67.7154012243j),(-3.57886107514-60.8296922404j),
Male,,0,(69.3314577399-61.337092126j),(37.7633066453-60.1509091783j),(18.7262903284-56.2801391546j),(5.66839744289-51.3702845669j),(-3.93195965277-45.9562026751j),
Female,,0,(90.9323668815-80.4538053189j),(48.6984530861-79.0231065353j),(23.5726904999-73.378121833j),(6.45957832209-66.4406264388j),(-5.84777573572-58.9965057681j),
Female,,0,(140.435386705-122.485618507j),(75.2473520331-118.985494747j),(37.6240736714-108.946666667j),(12.9063096668-97.3688386452j),(-4.51862268359-85.9167551115j),
Female,,0,(114.270225061-101.76272686j),(62.0384039114-97.5681973284j),(31.8989727938-89.5030069505j),(11.6665591859-80.4349997107j),(-2.61598486873-71.3135546428j),
Female,,0,(93.8339268881-83.311592407j),(50.4300948587-80.4119129239j),(25.2989808317-74.0514680022j),(8.36319075151-66.5788682426j),(-3.68621816062-59.0521128919j),
Female,,0,(49.5762976963-54.2139263257j),(23.5412530283-48.2512929885j),(9.47888992117-43.1714088428j),(0.264125276266-38.2863420605j),(-6.42811031436-33.6092692178j),
Female,,0,(53.9542206193-53.658220052j),(28.4261906666-49.3261638383j),(13.8222460036-45.2569768455j),(3.76486444575-41.0556985141j),(-3.59392664872-36.8109848549j),
Female,,0,(98.1350019574-94.1112890541j),(48.9110790718-88.00038439j),(21.860575412-78.9047661811j),(4.46389930516-69.566953107j),(-7.54682734455-60.6969279295j),
Male,,0,(58.7121573311-52.1874451091j),(32.4592268302-50.0811343467j),(17.061693009-46.6178234812j),(6.54005151391-42.4805590069j),(-1.20479787417-38.2980225827j),
Male,,0,(44.1009111873-43.3326790706j),(23.0370874404-40.2411897362j),(11.2569181323-37.1688875141j),(2.86836440926-33.8345427536j),(-3.35361428416-30.4330421438j),
Female,,0,(43.12346138-41.1375491808j),(21.9259590626-39.7075064518j),(9.47803535763-37.1260894249j),(0.895107625121-33.8176246172j),(-5.55133137372-30.356256455j),
Female,,0,(96.3326145834-86.017371849j),(51.3755808042-83.5897597134j),(24.9646320206-77.2832677057j),(7.10685603111-69.5990436257j),(-5.57709372174-61.7052541982j),
Male,,0,(137.784678949-133.941537165j),(68.499808325-123.523020676j),(31.1752339712-109.148326874j),(7.58723731713-95.4566525494j),(-8.49263866236-82.5161444245j),
Male,,0,(68.5660748927-65.1775816763j),(35.7994759243-60.9525697012j),(17.2789150828-55.5088466327j),(4.9311762136-49.8422413112j),(-3.89732608339-44.1440941618j),
Female,,0,(55.27290885-50.7906889644j),(28.9990796266-48.9978108893j),(13.7504137524-45.4823512734j),(3.29832162328-41.2628510031j),(-4.33134656171-36.8947587705j),
Male,,0,(64.8123371835-69.1777498219j),(33.0574599225-66.1087865934j),(16.306533333-60.3351891009j),(5.52595776499-53.2026433988j),(-2.7144976435-45.7673467115j),
Female,,0,(72.7501935908-65.2851939942j),(40.2065071518-62.5899620783j),(20.9271206346-58.1571684848j),(7.68861037761-53.0851148274j),(-2.11860317372-47.6555163632j),
Female,,0,(71.9743609721-68.8918674571j),(38.7866319691-63.590675311j),(19.3531394562-58.9551408853j),(6.24170817783-53.3690329933j),(-3.26602711733-47.8699952804j),
Male,,0,(54.887846682-49.046178134j),(30.1643323001-46.2817481483j),(16.1524950817-42.6168961763j),(6.56250692395-38.6998003528j),(-0.286541380389-34.5921719987j),
Male,,0,(84.6254029276-72.228483493j),(46.8454319107-71.2649810149j),(24.3179994218-66.6066607232j),(8.88340170994-60.6348056054j),(-2.30435877973-54.2728256118j),
Female,,0,(55.6159804767-52.1341204291j),(28.9947533437-49.4927097052j),(14.9697438828-44.8918995402j),(4.60232442726-40.8996651933j),(-2.24406857003-36.9326406186j),
Male,,0,(34.431000143-35.9387100426j),(17.8078043646-32.1451552446j),(8.6836096847-29.2658405599j),(2.37810784408-26.519283237j),(-2.2646082281-23.8114398602j),
Female,,0,(58.2889968394-51.5626237962j),(31.901793131-49.8152943113j),(16.4139634398-46.5972515271j),(5.69338472211-42.4873724247j),(-2.06995968733-38.2229127576j),
Male,,0,(120.986069955-109.705690868j),(62.8445765703-104.399675545j),(30.4435091158-94.3957912054j),(9.4135981678-83.8119567804j),(-5.24997143931-73.5369510428j),
Male,,0,(152.400332399-134.688343107j),(80.712286016-129.265846474j),(40.3758480113-117.329150501j),(14.0770606196-104.354234164j),(-4.25135405378-91.6705307988j),
Female,,0,(75.1941130171-63.513465662j),(41.8019563047-63.2771021725j),(21.40820223-59.02068237j),(7.89716378303-53.8452256235j),(-2.31463226106-48.2545897696j),
Female,,0,(77.3948565232-66.7881761608j),(42.6123592059-65.5725615712j),(21.9105199955-61.2308085029j),(7.76031764789-55.7763053995j),(-2.52166965931-50.0609107445j),
Male,,0,(51.1725976681-49.6547762671j),(26.3085174744-46.121172139j),(12.3003394441-42.0582978641j),(3.02064921088-37.6798154748j),(-3.66997332939-33.5326898451j),
Female,,0,(185.680303726-166.402435078j),(94.8734595439-160.696416152j),(43.7845229357-145.039898761j),(10.8835602283-128.004690459j),(-11.7801253327-111.300574511j),
Female,,0,(55.2806909827-53.5409520824j),(30.0700461599-49.0744712613j),(15.6982587961-45.2807385706j),(5.6789042402-41.2249537661j),(-1.71682653851-37.1088034623j),
Male,,0,(84.8870552377-82.0708498996j),(45.7968109631-74.8364587624j),(23.8586717042-67.8883625545j),(9.12657479844-60.8890462256j),(-1.39677191581-54.1389162601j),
Female,,0,(53.7727177789-51.1336771835j),(29.053949699-47.9878291958j),(14.526572452-44.6187158716j),(4.44160394922-40.7078730086j),(-3.02929744516-36.6275496654j),
Male,,0,(96.042352671-82.2686713405j),(52.9946965317-80.3822482743j),(27.8298911958-74.6150603508j),(10.7235122212-67.6465271647j),(-1.59760550123-60.3673799905j),
Female,,0,(85.3143374499-71.9748045615j),(46.8081584449-72.0712100317j),(23.5294016516-67.6704173395j),(7.56448798641-61.6561217023j),(-4.00076120937-55.1247363657j),
Female,,0,(60.1586644887-53.2458404355j),(32.6314564573-52.1989933822j),(16.1250914448-48.9916053268j),(4.77658105606-44.7128240446j),(-3.67332221552-40.259549107j),
Male,,0,(64.6307287194-56.7135031525j),(36.3644393932-54.648738283j),(19.6880088514-51.1221037087j),(8.04787155886-46.7850290287j),(-0.539058908124-42.2530551636j),
Male,,0,(68.2785133514-63.5511584009j),(36.623272212-59.5697711123j),(18.6131754305-54.4368958786j),(6.59247532138-49.1356128656j),(-2.13740291702-43.8112442574j),
Female,,0,(54.2485580756-51.4129693905j),(27.9307277106-48.7290807745j),(12.8601485074-45.0550396919j),(2.41593860285-40.3428779586j),(-4.74687909553-35.7549291205j),
Female,,0,(101.693893807-86.3534100483j),(55.6256130047-85.1930144032j),(28.5412717707-79.1596454346j),(10.3296671557-71.5436380092j),(-2.7243045412-63.7094818605j),
