Healthy,,(1.2790891364e-10+0.000459702267442j),(-0.000119563335697+3.30524762256e-05j) (0.000119563477313+3.30525922579e-05j),(-6.19739685789e-05+8.5811781579e-06j) (6.19740336672e-05+8.58128499185e-06j),(-4.21136149141e-05+5.04127145797e-06j) (4.21136481949e-05+5.0413569213e-06j),(-3.24892176953e-05+3.42914231501e-06j) (3.24892365337e-05+3.42921151248e-06j),(-2.64829271571e-05+2.3652014493e-06j) (2.64829384727e-05+2.36525916387e-06j),(-2.25352051848e-05+1.82132229506e-06j) (2.25352122145e-05+1.82137176954e-06j),(-1.95210758724e-05+1.30939893416e-06j) (1.95210801077e-05+1.30944250056e-06j),(-1.71877473677e-05+9.73959021521e-07j) (1.71877493739e-05+9.73998157281e-07j),(-1.5313391948e-05+7.05889423722e-07j) (1.53133920704e-05+7.05924768757e-07j),(-1.38957370457e-05+5.08621357924e-07j) (1.38957358819e-05+5.0865355023e-07j),(-1.27472371809e-05+3.77485434472e-07j) (1.27472348247e-05+3.77515234897e-07j),(-1.18013804724e-05+3.95295041034e-07j) (1.18013767304e-05+3.95322700151e-07j),(-1.08870011938e-05+3.65971626345e-07j) (1.08869959586e-05+3.65997060859e-07j),(-9.94393171546e-06+3.34396814854e-07j) (9.94392523038e-06+3.34419593991e-07j),(-9.22816557194e-06+2.77465792502e-07j) (9.22815859168e-06+2.77485808925e-07j),
Healthy,,(1.70243461299e-10+0.00052206072827j),(-0.000122663109864+1.91874009138e-05j) (0.000122663315015+1.91875544542e-05j),(-5.96542401643e-05+4.57575422669e-06j) (5.96543403569e-05+4.57590295415e-06j),(-4.15308959553e-05+3.77486525038e-06j) (4.15309488513e-05+3.77498602878e-06j),(-3.20206318494e-05+2.4647640512e-06j) (3.20206634591e-05+2.4648614734e-06j),(-2.61087978763e-05+1.65938748582e-06j) (2.61088189539e-05+1.65946837569e-06j),(-2.22430727545e-05+1.19344903845e-06j) (2.22430880575e-05+1.1935182861e-06j),(-1.93134525313e-05+7.67870305359e-07j) (1.93134641621e-05+7.67931312312e-07j),(-1.69832907155e-05+4.78623675055e-07j) (1.69832995079e-05+4.78678603737e-07j),(-1.51726688099e-05+2.26153791977e-07j) (1.5172675214e-05+2.26203739021e-07j),(-1.37777091631e-05+2.69352965684e-08j) (1.37777137958e-05+2.69811698135e-08j),(-1.26318429698e-05-9.06102977131e-08j) (1.26318459456e-05-9.05675657049e-08j),(-1.17368594898e-05-7.07612423904e-08j) (1.17368606193e-05-7.07213111153e-08j),(-1.07903075544e-05-4.62500425703e-08j) (1.07903067663e-05-4.62129634128e-08j),(-9.89621201587e-06-7.89099339731e-08j) (9.89620964854e-06-7.88761128079e-08j),(-9.20035882975e-06-1.58483920969e-07j) (9.20035576092e-06-1.58453365283e-07j),
Healthy,,(1.22896525266e-10+0.000446377342841j),(-0.00012437458857+3.53103209186e-05j) (0.000124374719582+3.53104327099e-05j),(-6.38663154488e-05+8.78169382173e-06j) (6.38663740112e-05+8.78179234479e-06j),(-4.29515522403e-05+5.14368405383e-06j) (4.29515832065e-05+5.14376100401e-06j),(-3.31751347988e-05+3.48580680138e-06j) (3.31751537762e-05+3.48586867679e-06j),(-2.70463860428e-05+2.39903549677e-06j) (2.70463987817e-05+2.39908708845e-06j),(-2.29860488013e-05+1.81582671255e-06j) (2.29860579818e-05+1.81587100644e-06j),(-1.99048103725e-05+1.30661628572e-06j) (1.99048172311e-05+1.30665541123e-06j),(-1.75283472192e-05+9.18367088813e-07j) (1.75283522128e-05+9.18402401638e-07j),(-1.56194545433e-05+6.61054781408e-07j) (1.5619457892e-05+6.61086876814e-07j),(-1.41394299259e-05+4.68273482074e-07j) (1.41394321187e-05+4.68302901288e-07j),(-1.29568221659e-05+3.04219781258e-07j) (1.29568232603e-05+3.0424717407e-07j),(-1.19828854119e-05+3.10494458048e-07j) (1.19828852398e-05+3.10520016104e-07j),(-1.10621384986e-05+2.77346491608e-07j) (1.10621370238e-05+2.77370144767e-07j),(-1.01250643709e-05+2.20457251399e-07j) (1.01250617872e-05+2.20478725256e-07j),(-9.38942989849e-06+1.41401889161e-07j) (9.3894267611e-06+1.41421110698e-07j),
Cancer,,(1.18728355573e-10+0.000380137829338j),(-7.70299213818e-05+1.47943586109e-05j) (7.70300647119e-05+1.47944622592e-05j),(-4.02638752728e-05+5.65952686667e-06j) (4.0263946629e-05+5.65963068135e-06j),(-2.83679329824e-05+3.71770140327e-06j) (2.83679706242e-05+3.71778735701e-06j),(-2.22247837096e-05+2.45554089389e-06j) (2.2224805295e-05+2.45561130983e-06j),(-1.81777521896e-05+1.71726558813e-06j) (1.81777654389e-05+1.71732449789e-06j),(-1.55547089701e-05+1.29751775931e-06j) (1.55547175048e-05+1.29756832856e-06j),(-1.34975503266e-05+9.15945166247e-07j) (1.34975558368e-05+9.15989682725e-07j),(-1.19026448968e-05+6.03879091748e-07j) (1.19026480854e-05+6.03919072323e-07j),(-1.06123704874e-05+4.13345238624e-07j) (1.06123717668e-05+4.13381332524e-07j),(-9.62965264338e-06+2.54348341857e-07j) (9.62965271606e-06+2.54381238355e-07j),(-8.84923705952e-06+1.08398816137e-07j) (8.84923604485e-06+1.08429367646e-07j),(-8.2309103745e-06+1.31313242787e-07j) (8.23090807136e-06+1.3134176841e-07j),(-7.57674513415e-06+1.51363414296e-07j) (7.57674143642e-06+1.51389873718e-07j),(-6.92183520099e-06+1.07971778821e-07j) (6.92183034406e-06+1.07995846545e-07j),(-6.42690294777e-06+4.27064513705e-08j) (6.42689759221e-06+4.27281269268e-08j),
Cancer,,(1.30407449967e-10+0.000404321358177j),(-9.06001336752e-05+1.52883699741e-05j) (9.06002906457e-05+1.52884834695e-05j),(-4.43020711003e-05+4.65691473661e-06j) (4.43021508239e-05+4.65702620386e-06j),(-3.13963408945e-05+3.62082427334e-06j) (3.13963848573e-05+3.62091653723e-06j),(-2.4552361516e-05+2.37613458503e-06j) (2.45523884209e-05+2.37621023813e-06j),(-2.00870923448e-05+1.61753762627e-06j) (2.00871103097e-05+1.61760102192e-06j),(-1.71316826526e-05+1.21956947559e-06j) (1.71316955569e-05+1.21962395213e-06j),(-1.48786943152e-05+8.4286838941e-07j) (1.48787039507e-05+8.42916403373e-07j),(-1.31325619322e-05+5.19521927062e-07j) (1.31325690829e-05+5.19565064743e-07j),(-1.17210169398e-05+3.45920226727e-07j) (1.17210220333e-05+3.45959264914e-07j),(-1.06462451331e-05+1.79025295628e-07j) (1.06462487912e-05+1.79060872288e-07j),(-9.77516870029e-06+7.1838755494e-08j) (9.77517115685e-06+7.18716025762e-08j),(-9.03776636289e-06+1.05125764671e-07j) (9.0377676219e-06+1.05156208805e-07j),(-8.34476714608e-06+8.47710792029e-08j) (8.34476726114e-06+8.47992466264e-08j),(-7.60096586432e-06+4.82897315929e-08j) (7.60096506025e-06+4.83154991149e-08j),(-7.06009329469e-06-2.00951574574e-08j) (7.06009214494e-06-2.00716880891e-08j),
Cancer,,(1.16843390018e-10+0.000365609596051j),(-8.93823915945e-05+2.2449444555e-05j) (8.9382530992e-05+2.24495470072e-05j),(-4.78231397115e-05+5.26171476944e-06j) (4.78232075235e-05+5.26181656378e-06j),(-3.24839705977e-05+3.30141865982e-06j) (3.24840053391e-05+3.30150102355e-06j),(-2.51875979449e-05+2.70941584963e-06j) (2.5187618287e-05+2.70948211097e-06j),(-2.0868898246e-05+1.44546990093e-06j) (2.08689114039e-05+1.44552495637e-06j),(-1.73239779678e-05+9.12668300326e-07j) (1.7323987077e-05+9.12715439899e-07j),(-1.49107922931e-05+9.74384221824e-07j) (1.49107987486e-05+9.74425709791e-07j),(-1.3532749697e-05+6.80990493591e-07j) (1.35327540272e-05+6.81027747524e-07j),(-1.2000744734e-05+1.43257407633e-07j) (1.20007472054e-05+1.4329100973e-07j),(-1.07192453531e-05+9.99317500482e-08j) (1.07192465308e-05+9.99621737433e-08j),(-9.98310899233e-06-2.34225926277e-08j) (9.98310914162e-06-2.33947491717e-08j),(-9.1695378393e-06-8.64232313093e-08j) (9.16953701454e-06-8.63976833085e-08j),(-8.40013938049e-06+2.6425595734e-08j) (8.40013766968e-06+2.64489778324e-08j),(-7.79156385803e-06+9.26634411372e-08j) (7.79156148053e-06+9.26845659641e-08j),(-7.26913159757e-06-1.0179662022e-07j) (7.26912909621e-06-1.01777662517e-07j),
Cancer,,(1.33501281995e-10+0.000434681734647j),(-0.000113902776107+2.39779134706e-05j) (0.000113902929544+2.39780321591e-05j),(-5.30780940891e-05+4.07058714137e-06j) (5.30781694863e-05+4.07069990572e-06j),(-3.73257615993e-05+4.01301027279e-06j) (3.73258008925e-05+4.01310259901e-06j),(-2.88942341597e-05+2.63271816355e-06j) (2.88942568814e-05+2.63279260751e-06j),(-2.35599140478e-05+1.87627114171e-06j) (2.35599285883e-05+1.87633276551e-06j),(-2.00718103159e-05+1.41846558471e-06j) (2.00718204532e-05+1.4185181267e-06j),(-1.74093449279e-05+9.71138793621e-07j) (1.74093522931e-05+9.71184945987e-07j),(-1.53410666485e-05+6.64554653256e-07j) (1.53410718148e-05+6.64596111242e-07j),(-1.36785885025e-05+4.49931436872e-07j) (1.36785917351e-05+4.49968951922e-07j),(-1.23908545943e-05+2.69833549352e-07j) (1.23908564311e-05+2.69867733967e-07j),(-1.13742908932e-05+1.50287913152e-07j) (1.1374291454e-05+1.5031945582e-07j),(-1.0554799455e-05+1.64294496588e-07j) (1.05547986536e-05+1.64323586494e-07j),(-9.72530977365e-06+1.81361818301e-07j) (9.7253077066e-06+1.8138840668e-07j),(-8.90261950421e-06+1.46655271605e-07j) (8.90261654819e-06+1.46679142338e-07j),(-8.28243909577e-06+8.43203547428e-08j) (8.28243594349e-06+8.43416410431e-08j),
Cancer,,(1.30323443543e-10+0.000422544997868j),(-9.6462340863e-05+1.81353450264e-05j) (9.64624935309e-05+1.81354614003e-05j),(-4.75135670854e-05+4.95134049335e-06j) (4.75136409786e-05+4.95145310063e-06j),(-3.3165085708e-05+3.63268737147e-06j) (3.31651238866e-05+3.63277978128e-06j),(-2.58930846448e-05+2.44368129125e-06j) (2.58931059136e-05+2.44375659193e-06j),(-2.12346257444e-05+1.60001886082e-06j) (2.12346382438e-05+1.60008160868e-06j),(-1.81158741293e-05+1.1847924857e-06j) (1.81158816766e-05+1.18484613537e-06j),(-1.57324927701e-05+7.45949697838e-07j) (1.57324970824e-05+7.45996735635e-07j),(-1.38653978649e-05+4.38778334491e-07j) (1.38653996674e-05+4.38820299279e-07j),(-1.23543508653e-05+1.95162549076e-07j) (1.2354350657e-05+1.95200133291e-07j),(-1.12374314674e-05-8.87149142852e-09j) (1.12374299638e-05-8.83756585751e-09j),(-1.03567630281e-05-1.27866763137e-07j) (1.03567604381e-05-1.27835663411e-07j),(-9.60123456939e-06-9.01318143673e-08j) (9.60123076789e-06-9.01031686458e-08j),(-8.8590789199e-06-7.43674910545e-08j) (8.85907386119e-06-7.43412777513e-08j),(-8.11242783319e-06-1.16484675216e-07j) (8.11242175101e-06-1.16461149059e-07j),(-7.52759568488e-06-1.61579405826e-07j) (7.52758921722e-06-1.61558564668e-07j),
Cancer,,(1.63427888262e-10+0.000515703304698j),(-0.000112411599358+2.44272721521e-05j) (0.000112411800539+2.44274162832e-05j),(-5.86978908571e-05+6.27969530281e-06j) (5.86979927465e-05+6.27983911402e-06j),(-4.03002201969e-05+3.85042088509e-06j) (4.03002750874e-05+3.85053970691e-06j),(-3.11632583313e-05+2.75025765433e-06j) (3.11632910641e-05+2.75035432049e-06j),(-2.54746280882e-05+1.83425462707e-06j) (2.54746497387e-05+1.8343349796e-06j),(-2.17243157976e-05+1.2686633417e-06j) (2.17243314156e-05+1.2687320624e-06j),(-1.88574456907e-05+8.05802506954e-07j) (1.88574575026e-05+8.05862927372e-07j),(-1.66214451227e-05+4.8890175392e-07j) (1.66214540462e-05+4.88955967485e-07j),(-1.48188826379e-05+2.35225249903e-07j) (1.4818889274e-05+2.35274304262e-07j),(-1.34411377561e-05+4.77643021642e-08j) (1.34411428713e-05+4.78092167081e-08j),(-1.23565907857e-05-8.64807931697e-08j) (1.23565945099e-05-8.64389478984e-08j),(-1.14426214806e-05-5.26849772732e-08j) (1.14426235764e-05-5.26457420643e-08j),(-1.0550190575e-05-5.61152805835e-08j) (1.05501908943e-05-5.60786317351e-08j),(-9.67217103107e-06-1.00814513211e-07j) (9.672169778e-06-1.00780804076e-07j),(-9.0138481684e-06-1.64579829094e-07j) (9.01384606572e-06-1.64549116477e-07j),
Cancer,,(2.06572180117e-10+0.000598462340636j),(-9.99690330496e-05+6.21925097222e-06j) (9.99693025865e-05+6.21943762049e-06j),(-5.45252752826e-05+5.07495438443e-06j) (5.45254093047e-05+5.07514959012e-06j),(-3.83272136172e-05+3.41327823909e-06j) (3.8327281657e-05+3.4134399035e-06j),(-2.98762918229e-05+2.29959618265e-06j) (2.98763290732e-05+2.29972754183e-06j),(-2.44399459674e-05+1.49502848773e-06j) (2.4439967661e-05+1.49513738129e-06j),(-2.08596537445e-05+1.02496115683e-06j) (2.08596669048e-05+1.0250537274e-06j),(-1.81121757081e-05+5.78912631724e-07j) (1.81121836512e-05+5.78993317847e-07j),(-1.5985623011e-05+2.78154648267e-07j) (1.59856272085e-05+2.78226408949e-07j),(-1.42518134718e-05+6.52692679973e-08j) (1.42518147442e-05+6.53336920991e-08j),(-1.29421101695e-05-1.03378095529e-07j) (1.29421095213e-05-1.0331968198e-07j),(-1.18933196086e-05-2.60733185277e-07j) (1.18933173813e-05-2.60679341201e-07j),(-1.10459668128e-05-2.04628065979e-07j) (1.10459627463e-05-2.04578028748e-07j),(-1.01451976531e-05-2.20743878385e-07j) (1.01451915658e-05-2.20697599364e-07j),(-9.25979969033e-06-2.20571953866e-07j) (9.25979198449e-06-2.20529800865e-07j),(-8.59774949959e-06-2.98974711236e-07j) (8.59774117063e-06-2.98936585395e-07j),
Cancer,,(1.94312539477e-10+0.000593255265046j),(-0.000105488342942+9.94786594355e-06j) (0.000105488592938+9.94804118485e-06j),(-5.59445129747e-05+5.16010665382e-06j) (5.59446372946e-05+5.16028820495e-06j),(-3.91727524823e-05+3.63984867701e-06j) (3.9172815861e-05+3.63999926051e-06j),(-3.04905587508e-05+2.39222831364e-06j) (3.04905934658e-05+2.39235103588e-06j),(-2.49577398772e-05+1.50108648294e-06j) (2.49577599017e-05+1.50118848245e-06j),(-2.13001636696e-05+1.01735724543e-06j) (2.13001755749e-05+1.01744411312e-06j),(-1.84860816404e-05+5.54508557741e-07j) (1.84860885276e-05+5.54584454098e-07j),(-1.63580660353e-05+2.38474468817e-07j) (1.63580691771e-05+2.38542142353e-07j),(-1.45986529791e-05+1.34388244551e-08j) (1.45986530637e-05+1.34996418868e-08j),(-1.3247577153e-05-1.78275030141e-07j) (1.32475751216e-05-1.7821996114e-07j),(-1.22074135306e-05-3.24007608968e-07j) (1.2207409736e-05-3.23957068457e-07j),(-1.13261966908e-05-2.74184238609e-07j) (1.13261910197e-05-2.74137635814e-07j),(-1.04837315974e-05-2.44106206251e-07j) (1.04837240386e-05-2.4406350166e-07j),(-9.56071698112e-06-2.47887472347e-07j) (9.56070804505e-06-2.47848954262e-07j),(-8.8931073402e-06-3.01396946648e-07j) (8.89309802111e-06-3.01362382332e-07j),
Cancer,,(1.8349510352e-10+0.000548336438328j),(-0.000104282604336+1.18186772796e-05j) (0.000104282837611+1.18188409742e-05j),(-5.36841806121e-05+4.69213284152e-06j) (5.36842979807e-05+4.69229986173e-06j),(-3.76462358556e-05+3.51249635314e-06j) (3.76462978439e-05+3.51263447339e-06j),(-2.93369241717e-05+2.35797742613e-06j) (2.93369602731e-05+2.35808982965e-06j),(-2.39747039965e-05+1.54206413694e-06j) (2.39747270925e-05+1.54215763258e-06j),(-2.04398596927e-05+1.11924853214e-06j) (2.04398756346e-05+1.11932851433e-06j),(-1.77450948657e-05+6.58046018709e-07j) (1.77451062887e-05+6.58116316264e-07j),(-1.56269336127e-05+3.40290738727e-07j) (1.56269416071e-05+3.40353827627e-07j),(-1.39607422008e-05+8.25114096395e-08j) (1.39607473539e-05+8.25685528873e-08j),(-1.26543689738e-05-9.55472517319e-08j) (1.26543720264e-05-9.54950456644e-08j),(-1.16436512782e-05-2.32403205558e-07j) (1.1643652498e-05-2.32354930952e-07j),(-1.08026641864e-05-2.40367146307e-07j) (1.08026634683e-05-2.40322352004e-07j),(-9.97825329663e-06-2.38223988845e-07j) (9.97825069131e-06-2.38182678704e-07j),(-9.15148221375e-06-2.47205003144e-07j) (9.15147818793e-06-2.47167470972e-07j),(-8.52736372823e-06-3.05955485656e-07j) (8.52735925471e-06-3.05921569283e-07j),
Cancer,,(1.42615716208e-10+0.000435508993825j),(-8.8796090901e-05+1.6335489899e-05j) (8.87962679991e-05+1.63356142651e-05j),(-4.60747499655e-05+4.17466242547e-06j) (4.60748402e-05+4.17478898719e-06j),(-3.20572876414e-05+3.50803055811e-06j) (3.20573356757e-05+3.50813534274e-06j),(-2.51631264885e-05+2.51557133044e-06j) (2.51631550225e-05+2.51565666468e-06j),(-2.06351494242e-05+1.58519973817e-06j) (2.06351680163e-05+1.58527090849e-06j),(-1.75410424883e-05+1.2980703262e-06j) (1.75410555383e-05+1.2981313044e-06j),(-1.53163116779e-05+8.45191961165e-07j) (1.53163211405e-05+8.45245627891e-07j),(-1.34280255088e-05+5.20807414785e-07j) (1.34280321689e-05+5.20855525762e-07j),(-1.20182438853e-05+3.78345804689e-07j) (1.20182482903e-05+3.78389138174e-07j),(-1.08759023287e-05+1.4646934916e-07j) (1.08759053128e-05+1.46508694014e-07j),(-1.00089053085e-05+7.41736804595e-08j) (1.00089071308e-05+7.42100289409e-08j),(-9.31083080058e-06+6.86188750535e-08j) (9.31083132762e-06+6.86526753164e-08j),(-8.52959956087e-06+7.98842554825e-08j) (8.52959870304e-06+7.99156246696e-08j),(-7.80143143875e-06+3.40372318376e-08j) (7.80142936847e-06+3.40658653294e-08j),(-7.24719134613e-06-3.12365790347e-08j) (7.24718879563e-06-3.12106991073e-08j),
Cancer,,(1.58198148089e-10+0.000529130137311j),(-0.000109581059977+2.40127540886e-05j) (0.000109581255227+2.40128948178e-05j),(-5.67642798937e-05+4.60439265249e-06j) (5.67643778671e-05+4.60453653291e-06j),(-3.88874359675e-05+4.02097641817e-06j) (3.88874855645e-05+4.02109670911e-06j),(-3.04932280056e-05+2.66269028388e-06j) (3.04932543986e-05+2.66278887146e-06j),(-2.49080330943e-05+1.77558335342e-06j) (2.49080473778e-05+1.77566551771e-06j),(-2.12261446542e-05+1.28307162296e-06j) (2.12261521921e-05+1.2831416745e-06j),(-1.84146438758e-05+8.12716613679e-07j) (1.84146472396e-05+8.12777834759e-07j),(-1.62407512478e-05+4.76401434194e-07j) (1.62407515014e-05+4.7645601175e-07j),(-1.44778807861e-05+2.41039552065e-07j) (1.44778785441e-05+2.41088577891e-07j),(-1.31394941657e-05+2.45007902933e-08j) (1.3139490226e-05+2.45452289232e-08j),(-1.20618209531e-05-9.59018408924e-08j) (1.2061815524e-05-9.58609296101e-08j),(-1.12060688784e-05-9.44203248869e-08j) (1.12060617684e-05-9.43824744747e-08j),(-1.03531367232e-05-1.10680780687e-07j) (1.03531278068e-05-1.10646017387e-07j),(-9.47431157509e-06-8.91785382609e-08j) (9.47430121494e-06-8.9147271491e-08j),(-8.81450047459e-06-1.94076877512e-07j) (8.81448955266e-06-1.94049045054e-07j),
